"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"LEA_2",146.53505136289,10.4760348623291,1.62935244246907,6.42956955737214,1.27965792772876e-10,1.33351019885401e-08
"Vps26",298.863407298329,-11.7600947135037,1.84073485766734,-6.3888042672298,1.67187891137777e-10,1.67254766294232e-08
"Tho2",745.692387660004,-13.079151482171,2.05087089952587,-6.37736460407854,1.80161202440137e-10,1.73301218193378e-08
"DsrC",163.652689806855,10.635850529612,1.68049247053574,6.32900814260793,2.46742091067475e-10,2.28556285096205e-08
"PepSY_2",605.619221320914,12.5234828702605,1.98538564929336,6.307833883416,2.82967677867797e-10,2.52750772266914e-08
"Lipase_bact_N",66.5426107490697,-9.59066358056928,1.53489079597314,-6.24843383368436,4.1458878428982e-10,3.57547086037531e-08
"DUF1269",133.358982061683,10.3407568540594,1.65708611967532,6.24032555174955,4.36661134040228e-10,3.64029832078203e-08
"DUF533",172.318322748253,10.710288189606,1.71901851111039,6.23046704871591,4.65046641162788e-10,3.66845464807602e-08
"Jiv90",400.654464106981,-12.1828505684139,1.95582270966169,-6.22901580405578,4.6937444517566e-10,3.66845464807602e-08
"Peptidase_C78",1467.48931936372,-14.0558276004351,2.26157538223607,-6.21506040030281,5.13049111924523e-10,3.88829039067646e-08
"FixG_C",81.2428362244982,9.62562731183831,1.55169572107244,6.20329564689759,5.52928246592833e-10,4.03035408299575e-08
"EXS",479.547258687242,-12.442381389599,2.0067808567572,-6.20016946429561,5.64023962034591e-10,4.03035408299575e-08
"TEA",345.157147960949,-11.9676206390032,1.93446209977173,-6.18653662969945,6.150039910743e-10,4.27256939354673e-08
"Chorion_3",61.8912033351704,9.23177995291748,1.50629410113457,6.1288030975916,8.85426215257048e-10,5.98500260637264e-08
"eIF-3_zeta",67.6019429894556,-7.74093946506791,1.27246456833157,-6.08342240540158,1.1764386571435e-09,7.74282389872602e-08
"DUF877",643.0149859566,-4.91733777587593,0.810762405870228,-6.0650786719667,1.31889077435754e-09,8.45780981196976e-08
"Acyl_transf_2",62.8084346815454,-9.51252404664554,1.57221298750583,-6.05040418966153,1.44482871006255e-09,9.03379150966609e-08
"Alpha_adaptinC2",178.967095159036,-8.46507661143106,1.40865127994018,-6.00934861024693,1.8627020767396e-09,1.13624826681116e-07
"zf-C3HC4_3",106.737421369814,-7.7337410366592,1.28839955638094,-6.00259523403047,1.94188291485831e-09,1.15634504049062e-07
"DUF3590",305.06371493532,-11.7895312156588,1.96609792238213,-5.99641100346343,2.01726080567076e-09,1.1732951802285e-07
"PH_BEACH",176.385897160741,-10.9989684560529,1.8372173611287,-5.98675403834398,2.14070126932442e-09,1.21679406240463e-07
"BPL_C",300.351850003099,8.29428351918466,1.40133140075525,5.91885938951662,3.24181966016546e-09,1.80173132668307e-07
"zf-C2HC",535.521698431998,-12.6016359075192,2.15975982337017,-5.8347394794367,5.38746778002094e-09,2.87152005408919e-07
"DUF3544",268.860689015514,-11.6074338272006,1.98945937822235,-5.83446636521537,5.39629918201487e-09,2.87152005408919e-07
"UCR_TM",478.465997007047,-12.4392046311532,2.13510963399742,-5.82602618295723,5.67627143526657e-09,2.95757392908369e-07
"zf-DHHC",89.8833530124089,-10.0275615649142,1.73289680427515,-5.78658898797414,7.18300423728466e-09,3.66626399947938e-07
"Glyco_hydro_44",83.3633592982258,-9.91879430520814,1.71777415336289,-5.77421326650543,7.73134632105381e-09,3.86721942979112e-07
"DUF3015",660.124259766582,12.6478052595913,2.19773781454235,5.75491997994542,8.66828451224392e-09,4.25085873825923e-07
"TRAPPC9-Trs120",585.711087421393,-12.7307346074436,2.21758678660209,-5.74080558396109,9.42272197726057e-09,4.53196685867859e-07
"RBD",211.692403065839,-11.2623164183258,1.98122878549161,-5.68451079491622,1.31187636656667e-08,6.19057130713821e-07
"FixP_N",857.810425794161,13.0257131688964,2.29579000762787,5.6737389419842,1.39713994390661e-08,6.36029690846178e-07
"RWD",198.026367786358,-11.166833491841,1.9682278485755,-5.67354714542979,1.39870583752658e-08,6.36029690846178e-07
"UPF0121",254.287620978348,-11.5267046262885,2.03692547693068,-5.65887400242909,1.52369363375066e-08,6.80492460358999e-07
"Suppressor_APC",78.9406944010377,-9.84102143448694,1.74069501673913,-5.65350123936257,1.57211977518711e-08,6.89802027674203e-07
"DUF898",46.0330022567924,8.80617398274807,1.56151895323882,5.63949221652595,1.70552360906734e-08,7.35433542461623e-07
"CcmE",47.6840414562177,8.8580674909701,1.57298463043748,5.63137574237232,1.78777757372056e-08,7.57835883368664e-07
"Peptidase_C48",345.061813236662,-8.39208545551292,1.49207634929455,-5.62443433908774,1.86116828319894e-08,7.7579697938009e-07
"GH-E",210.53784190057,-5.45156576773103,0.970051191885881,-5.61987430491437,1.91096437077945e-08,7.83495392019575e-07
"CAF1",366.125513361307,-8.05795027263878,1.43546562396599,-5.61347491580869,1.98303360248881e-08,7.99930167713631e-07
"FixO",507.220531006885,12.267705127814,2.20197767851598,5.57122138317123,2.52959646853277e-08,1.00420964568261e-06
"FlgH",167.658600286103,10.6706102638064,1.91732634915095,5.56535942278772,2.61612614456335e-08,1.02233304493015e-06
"PITH",139.292976610645,-10.6579164345115,1.9200501750071,-5.55085308355137,2.84278921797494e-08,1.09381782063928e-06
"RNA_pol_Rpb1_6",78.5228348213632,-9.830896959361,1.77517963514358,-5.5379730393121,3.05992350892239e-08,1.15952555997195e-06
"Sec6",181.845107359841,-11.0432714069219,1.9968062185765,-5.53046725525249,3.19378914069894e-08,1.19218905087881e-06
"Ni_hydr_CYTB",294.157202801417,11.4817377612934,2.08296907783553,5.51219789264678,3.54380140278377e-08,1.30338931005326e-06
"DUF3668",519.679480482684,-12.558224407866,2.28693826390422,-5.49128264898011,3.99025169297449e-08,1.44632166436655e-06
"Tap-RNA_bind",102.969604071704,-10.2225779156285,1.86545113179898,-5.47994945639244,4.25447356009248e-08,1.52006262482733e-06
"DUF1053",561.10666540761,-12.6687544661375,2.31560962492072,-5.47102340990281,4.47444183559443e-08,1.57613789166502e-06
"LPP20",75.9711143649783,9.52931982791245,1.74271936689298,5.46807478527188,4.54949937683595e-08,1.58031915853704e-06
"DUF2450",206.822022394748,-6.90992124464507,1.26760674461401,-5.45115531611437,5.00436393586825e-08,1.71450879501459e-06
"Phospho_p8",80.5550290459633,-9.86863895356412,1.81712257572421,-5.43091538534817,5.60657149488333e-08,1.87347835270325e-06
"Surp",193.699972555535,-11.1338763332205,2.05023145386994,-5.43054605479038,5.61818778299656e-08,1.87347835270325e-06
"L27",315.307225395546,-11.8374998584472,2.18230145334182,-5.4243192847258,5.81758131529453e-08,1.91444353546732e-06
"SPOC",358.696472331332,-12.023210321263,2.22522137089532,-5.4031524586812,6.54797588366052e-08,2.12681658247207e-06
"FCSD-flav_bind",143.958086693599,10.4510456192941,1.93895245656883,5.39004738558072,7.04391079229661e-08,2.25856678096587e-06
"CheZ",76.4043035690322,9.53761006261599,1.77163688957637,5.38350161860571,7.30505903324484e-08,2.31265223318295e-06
"Tmemb_9",193.479505695542,-11.1332021644754,2.07360018655158,-5.36902062252902,7.91653676879846e-08,2.47490730734562e-06
"DUF3175",50.4791510748643,8.94027945827036,1.66931740334627,5.35564982450247,8.52494718463062e-08,2.63220900108163e-06
"DUF796",257.930946378237,11.2921869741121,2.12542269526312,5.31291352034524,1.07886245000247e-07,3.29053047250755e-06
"FlgI",98.8560969528244,9.90846067934783,1.86612677352159,5.30963963431567,1.09842201993283e-07,3.30982346006266e-06
"Cullin_Nedd8",122.561365888703,-10.4745754539342,1.97948211953577,-5.29157366492944,1.21268325359746e-07,3.61062002053244e-06
"Spt5-NGN",494.031303881987,-12.4853697505809,2.36521667768742,-5.27874247985954,1.30073455941078e-07,3.8272201565722e-06
"Longin",484.16221960658,-10.4649225970984,1.99455522347937,-5.24674497547531,1.54809956263358e-07,4.50208954203092e-06
"Clathrin_propel",1903.52967110882,6.85740563129588,1.30922354146209,5.23776529685512,1.62532569518874e-07,4.67234432605407e-06
"Paf67",648.924674495586,-8.70210340726083,1.66211633698895,-5.23555614826899,1.64488809008984e-07,4.67484671967579e-06
"Folliculin",103.006375495546,-10.2229881021272,1.96524825155519,-5.20188128600918,1.97281233734052e-07,5.54382433223443e-06
"TRAP-delta",934.93854767801,-13.4054991369518,2.58045721109458,-5.19500927173502,2.04709637613962e-07,5.67228120525398e-06
"Coatomer_b_Cpla",378.405396775943,-12.1003958055794,2.32991625010832,-5.19348959646805,2.06388480479053e-07,5.67228120525398e-06
"APP_Cu_bd",603.025274160106,12.5172156744876,2.41430097310921,5.18461277773814,2.16464128810645e-07,5.88453028429807e-06
"Inhibitor_I29",266.982785565375,11.3417561980712,2.19483029284793,5.16748663212342,2.37262930722124e-07,6.36832414989442e-06
"Phage_base_V",64.8602530942481,-5.22726411642285,1.01188918008793,-5.16584643781707,2.39353246737335e-07,6.36832414989442e-06
"Tantalus",130.490381295041,-10.564671676508,2.05249702590822,-5.14722873804564,2.6436289129933e-07,6.9197409519146e-06
"FEZ",437.732867088493,-12.3107156164888,2.39212828288933,-5.14634424271733,2.65611807830389e-07,6.9197409519146e-06
"SH3BGR",820.375835363814,-9.85690493353408,1.91671953000312,-5.14259117165568,2.70974867308477e-07,6.98668188802577e-06
"P63C",68.3739030581253,9.37750480950158,1.82584537066473,5.13597972761928,2.80677915804601e-07,7.16301497374803e-06
"NhaB",61.5666607763372,9.22625928101322,1.79729810400633,5.13340511540469,2.8454651317862e-07,7.18839221676493e-06
"RGS",221.774426778554,-8.74445649778378,1.70516676560903,-5.12821189935668,2.92507101141106e-07,7.31560259953907e-06
"NEP",176.162766942602,-10.9981363679757,2.14680845175403,-5.12301708100216,3.00685098745132e-07,7.44567754417402e-06
"NUP50",53.7483170848264,-9.28657840448209,1.82144672792866,-5.09846281095618,3.42422787176577e-07,8.32092504970339e-06
"CcoS",45.8378817107215,8.80116612584214,1.72628823118318,5.0983178630662,3.42685038032567e-07,8.32092504970339e-06
"CTD_bind",59.8013643422808,-9.43896681314152,1.86202382341119,-5.0691976624926,3.99496179381885e-07,9.57718575147747e-06
"DUF1926",58.9722022574572,9.16407973680903,1.80823483947415,5.06796989901711,4.02080969174384e-07,9.57718575147747e-06
"Spatacsin_C",224.132983119952,-11.3451501663588,2.2453003652022,-5.05284297022643,4.35281759713045e-07,1.02701856702106e-05
"DUF1353",227.369972785137,11.1099874954547,2.20740490562598,5.03305373071285,4.82727754671194e-07,1.12831973311463e-05
"Tiny_TM_bacill",55.3637474542626,-6.33791284532149,1.25979710254197,-5.03089968418968,4.88183543918409e-07,1.13050652161106e-05
"DUF1820",57.8296224084241,9.13566442117451,1.81777411515768,5.02574238734941,5.01488711134741e-07,1.15066354729173e-05
"F-box-like",212.042688965716,-7.24845601883444,1.44532101812282,-5.01511839096393,5.30008199060884e-07,1.20504591441025e-05
"THAP",125.718671099765,-7.17133170413904,1.4317644489754,-5.00873709308188,5.47883533339525e-07,1.23446551070464e-05
"zf-CpG_bind_C",144.863572340731,-10.7152168778078,2.14005247789777,-5.00698790729357,5.52883990200487e-07,1.23460969597448e-05
"CbiX",57.6507937576863,9.13067647774206,1.82616472486522,4.99991942315933,5.73542782351103e-07,1.26940752093815e-05
"Glyco_hydro_9",79.1292235715741,-4.09165377313183,0.818913327625465,-4.99644301185824,5.83974219676991e-07,1.28115747667733e-05
"SURF1",216.013936356564,-11.2914324356375,2.26153599524577,-4.99281570550923,5.95053330617737e-07,1.29411163467388e-05
"TRAPPC10",178.896343576055,-11.0191955382396,2.2164957624958,-4.97144895320345,6.6454362604816e-07,1.43277897305728e-05
"DUF2387",590.151320166125,-4.66747680729116,0.940608799969769,-4.96218705102607,6.97038186918229e-07,1.48806566319782e-05
"Cyc-maltodext_C",78.5550780469298,9.57623591953385,1.93038693955622,4.96078569705583,7.02086158565946e-07,1.48806566319782e-05
"DUF2042",398.572753138643,-12.1754616411222,2.46635204360228,-4.93662762893293,7.94850277544952e-07,1.6705214656638e-05
"2H-phosphodiest",50.8617026376573,8.94951118712259,1.81348651247847,4.93497532269561,8.01608945280876e-07,1.67068664345623e-05
"MinC_N",262.529634398238,11.317520971793,2.29543757572966,4.93044162536,8.20439306728634e-07,1.68676875097606e-05
"GTPase_Cys_C",61.4916272060805,6.77298409943966,1.37386472112046,4.92987700704328,8.22814024866369e-07,1.68676875097606e-05
"PHD_2",239.341437353571,-11.4393517768372,2.32796295745089,-4.91388908926767,8.92872725881299e-07,1.81396063366186e-05
"VBS",600.510852448392,-12.7666673385503,2.5988289355478,-4.91246929104216,8.99364728404921e-07,1.81396063366186e-05
"Med15",280.258307598419,-7.69633199549806,1.57238430648775,-4.89468888982328,9.84613660852744e-07,1.97001501263417e-05
"DUF2155",165.648303753569,10.6534205207595,2.18336972197165,4.87934792424396,1.06437156654822e-06,2.1072226311993e-05
"Ribophorin_II",118.864457660298,-10.430024404886,2.1380875054534,-4.87820277621156,1.07056834719606e-06,2.1072226311993e-05
"Sin3_corepress",373.020528886754,-12.0799788487693,2.47705395449412,-4.87675241262006,1.07846660053383e-06,2.1072226311993e-05
"RICTOR_N",351.797864384883,-11.9953026924413,2.46157078676337,-4.87302772560664,1.09900792318812e-06,2.13071226038255e-05
"MAGUK_N_PEST",87.3830400596236,-9.98626665560961,2.05044783833591,-4.87028563658278,1.11437038463882e-06,2.14387717844745e-05
"Auts2",187.393204883887,-9.10325976426006,1.87280989741984,-4.86074949561169,1.16942157105577e-06,2.23261324367211e-05
"S100PBPR",237.81441472832,-11.4304134198955,2.35253348511068,-4.85876757641892,1.18118695972098e-06,2.23799135322891e-05
"Entericidin",913.281387053411,4.366621897513,0.899436318247343,4.85484275976522,1.20482305774798e-06,2.26561087776519e-05
"SH2_2",133.447932901007,-10.5961316947548,2.18511338537026,-4.8492365502394,1.23937553147724e-06,2.31319268971984e-05
"VPS11_C",194.310126587467,-11.139180000324,2.3027649968152,-4.8373064623311,1.31610428660344e-06,2.43820505244089e-05
"TSP_1",160.030958754103,-9.89527522075347,2.04625525664621,-4.83579709257375,1.32613144215178e-06,2.43871671825117e-05
"PTPLA",77.7342288725647,-9.81606689331911,2.03054187845368,-4.83421051172525,1.33675073004278e-06,2.44030188017299e-05
"Imm33",94.3401783952902,-4.17002317515839,0.864681520852269,-4.82261164902452,1.41690671523695e-06,2.56788673536784e-05
"U6-snRNA_bdg",242.200505560481,-11.4564868331253,2.38252118430268,-4.80855612475002,1.5202434859934e-06,2.73534457443848e-05
"Uso1_p115_head",350.143897301751,-11.9885704944736,2.49516346130415,-4.80472349022276,1.5496551710763e-06,2.76834827347273e-05
"Asp-B-Hydro_N",396.236033513103,-12.1667895622135,2.53650346316223,-4.7966776860006,1.6131886086582e-06,2.86140759592494e-05
"DoxD",233.318688627913,6.64242699578916,1.38682695591716,4.78965812385458,1.67065704602541e-06,2.94247413528841e-05
"SLA_LP_auto_ag",359.911100617483,-12.0281538381406,2.51452834928117,-4.7834632055666,1.72300443545277e-06,3.00713436519466e-05
"Xpo1",375.786404880419,-11.1278476320146,2.3267921667556,-4.78248456867162,1.73141682762107e-06,3.00713436519466e-05
"STT3",820.257067948788,-8.36445397472744,1.75024180543717,-4.77902764563334,1.76144975947121e-06,3.03819713685344e-05
"RNA_pol_Rpc82",55.5240797949162,-9.33396517830033,1.95645427282032,-4.77085782579778,1.83442991952819e-06,3.14240358132876e-05
"Peroxin-13_N",292.882384061717,-11.7309497667778,2.47467458015737,-4.7404009645712,2.13295690357573e-06,3.62892871826048e-05
"EF_assoc_1",345.271484277857,-11.9682131909519,2.5318538088184,-4.7270553889276,2.27799142038756e-06,3.84949766377655e-05
"DUF1305",88.7377417980249,-4.58336994020891,0.970176983207374,-4.72426167548981,2.30952880177911e-06,3.87659834446279e-05
"XRCC4",333.566545209733,-11.9187895615124,2.52438435331835,-4.72146388716319,2.34153209946515e-06,3.89740630342693e-05
"Sterol-sensing",414.895858725634,-12.2331774295424,2.59152105133011,-4.72046230273288,2.35309217040171e-06,3.89740630342693e-05
"Sprouty",215.950283829275,-11.2909450494731,2.4027963632814,-4.6990852916281,2.61329305599309e-06,4.29989864015705e-05
"PDGLE",144.344443300094,6.10915671564874,1.30530984023446,4.6802349352943,2.86546365075547e-06,4.68400300035256e-05
"TipAS",97.4633937495097,-5.45685935892809,1.16810120217626,-4.67156385830403,2.9891513688096e-06,4.85445946324209e-05
"Topoisom_I",881.671474161665,-13.3207946340986,2.8530119917669,-4.66902861696313,3.02627226836328e-06,4.88303673753327e-05
"TPPII",66.5638183749914,-9.5952959119211,2.05878015811881,-4.66067048202402,3.15180973882077e-06,5.05299753640432e-05
"Period_C",599.943125754464,-12.7652937881434,2.74297288590571,-4.65381697855481,3.25846055443369e-06,5.19070690868704e-05
"GYF",386.411402631492,-12.1305626329705,2.63276429451675,-4.60753841816937,4.07463936758426e-06,6.44979307489129e-05
"Kringle",342.145553134793,-11.9551895299968,2.601604358101,-4.59531423091684,4.32097605430381e-06,6.7967051017697e-05
"TRC8_N",208.245001255276,-10.2759149178027,2.2381008031817,-4.59135482333697,4.40377917148802e-06,6.88365731743221e-05
"Vps51",630.593028619306,-9.20335176678144,2.02711855942535,-4.54011519158031,5.62235030026262e-06,8.73384975214709e-05
"ELMO_CED12",376.063314744639,-7.31287185676555,1.61470958497946,-4.52890843331345,5.92891839312312e-06,9.1532252476549e-05
"Strumpellin",75.750813773399,-6.76604296545826,1.49873980913319,-4.51448805471542,6.34698993331018e-06,9.73854099583359e-05
"WASH-7_N",353.228880461888,-12.0010158089642,2.664265802324,-4.50443638112078,6.6549330260035e-06,0.000101487728646553
"DUF3053",547.693919922655,10.8176041529358,2.40454255046063,4.49882001500181,6.83316771598826e-06,0.000103574257319313
"DUF766",448.30270070753,-12.3450504671592,2.74507222755919,-4.4971678133715,6.88646340714865e-06,0.000103753283019752
"RTC",191.803662156259,-8.58812966814937,1.91031450933827,-4.49566269123104,6.93536060103541e-06,0.00010386429259395
"APG5",317.207074167624,-11.846018125607,2.65132695719507,-4.46795824010301,7.89697167126262e-06,0.000117561465177547
"DUF493",111.830361681375,2.9025488873765,0.650308664274444,4.46334032872667,8.06917342740892e-06,0.000119414217407986
"PLDc",111.917494411333,-6.79459123167707,1.52541471947626,-4.45425833704421,8.41836890214518e-06,0.000123849062495677
"DUF2004",95.5351907756116,-6.21656607007814,1.39911423734256,-4.44321550317845,8.86243183271251e-06,0.000129619543939263
"ParG",113.974510096841,4.57250673015321,1.02981842927999,4.44010963500635,8.99130604432763e-06,0.000130739862888741
"ADC",83.234340124868,9.660462000931,2.17732263286016,4.43685370975126,9.12832841185681e-06,0.000131965025191063
"ComC",829.059524186365,9.10710410836004,2.05848511148527,4.42417778858209,9.68102724397293e-06,0.000139150857110209
"ENTH",228.915684089153,3.67604844651972,0.837453212646426,4.38955680270553,1.13581907972948e-05,0.000162324772480196
"UAA",120.261576154544,-8.54256152519076,1.95124230075729,-4.37801165025754,1.19766949797171e-05,0.000170191557637912
"Calpain_III",171.23712918294,-6.22473247941468,1.4292443534684,-4.3552612010038,1.32908338302772e-05,0.000187798731127249
"Bin3",223.78133155313,-11.3426570054159,2.64245001863971,-4.29247740748374,1.76690533728907e-05,0.000248260126323594
"Pectate_lyase22",195.806220453993,5.46300358923697,1.28130729630439,4.26361701443019,2.01144088169079e-05,0.000281039868441825
"RAB3GAP2_N",827.906649509513,-10.1845368922862,2.39585991771488,-4.25088996939353,2.12922757368374e-05,0.000295844342321279
"DUF1795",69.9514986609243,-3.51401593096578,0.827577417391955,-4.24614768010457,2.17477317169799e-05,0.000300503187978822
"DUF1829",1318.76420408659,-9.11621232028278,2.14906448107462,-4.24194453007958,2.21591466632656e-05,0.000304505636290259
"UBN_AB",402.298614578793,-7.07616017587975,1.67830278337899,-4.21625957244322,2.48387839614488e-05,0.000339463380806467
"DUF2281",61.0066780636602,-3.83288943958217,0.9121385028754,-4.20209148884678,2.64460204207781e-05,0.000359464658001989
"APP_amyloid",1634.77945921951,7.11816715642725,1.69657315437203,4.1956146353512,2.72132603560932e-05,0.000367893860273455
"DUF3677",1051.38902270718,-10.5263207116969,2.52860751021539,-4.16289229118056,3.14241620651157e-05,0.000422536716800293
"F-actin_cap_A",831.224903553942,4.1890047885665,1.01277042080379,4.13618397863742,3.53129106254491e-05,0.0004722865747286
"eRF1_2",65.8476348040205,-6.32884627122904,1.54036441694477,-4.10866818371588,3.97947351709877e-05,0.000528595339015567
"CCP_MauG",58.2578079410554,5.0461652338121,1.2284371531573,4.10779275182499,3.99458292978577e-05,0.000528595339015567
"NAD_binding_11",119.954345020548,-3.17179171519408,0.778714985532127,-4.07310989787447,4.63895212849807e-05,0.000610632593335457
"Chromo_shadow",185.189984417738,-6.90224332060918,1.69608491790925,-4.06951518035873,4.71110701529305e-05,0.000616883698704079
"DUF302",343.52014246541,6.27329190937894,1.54257912199006,4.06675535792671,4.76722425702608e-05,0.000620980618063658
"CIMR",478.83035187848,-6.69140222458202,1.64631963525437,-4.0644611661624,4.81435534648998e-05,0.000623870607335308
"HTH_29",68.3163308078698,-2.05391175950718,0.506315958794449,-4.05658112060618,4.97962722900904e-05,0.000641961221636681
"Eno-Rase_NADH_b",133.313451352127,6.30369860877568,1.55458480043685,4.05490817033866,5.01540018877846e-05,0.000643257224212048
"FIBP",200.215009534126,-5.42314809273396,1.34250716895933,-4.03956732457364,5.35498956093984e-05,0.000682974012453599
"Sec23_helical",156.130309104521,-8.2142831578279,2.03399961963469,-4.03848805011241,5.37968334479644e-05,0.000682974012453599
"DUF4298",188.262762073675,-6.7684321242821,1.68116100599854,-4.02604634543135,5.67225138679015e-05,0.000716479834260715
"Dimer_Tnp_hAT",170.659045480755,-9.10796741476443,2.26770378554677,-4.01638321231112,5.90981297765254e-05,0.000742425033551643
"API5",211.99049427724,-6.14036752537653,1.52924257056981,-4.01529988998972,5.93702545822985e-05,0.000742425033551643
"TFIIA_gamma_C",1135.27295398666,-13.6854552534389,3.42106694468515,-4.00034710653649,6.3249641443018e-05,0.000784923314956229
"Laminin_G_3",66.3092374676574,2.60067726066088,0.650202072906892,3.99979847654729,6.33964452703552e-05,0.000784923314956229
"RIIa",4013.27092187274,-10.0485645490752,2.5148729604551,-3.99565493250872,6.45156481434366e-05,0.000794845497570122
"RRM_4",1295.17297195751,-13.875525669867,3.47416402500762,-3.99391783749664,6.49903923468402e-05,0.000796769466958075
"AraC_binding_2",161.087761090319,-9.90514992608628,2.4811550845621,-3.99215268231992,6.54761911035754e-05,0.00079880953146362
"PRKCSH_1",104.629609734164,-10.2464418327737,2.57182277914685,-3.9841166023783,6.77316116813283e-05,0.000822314372888359
"HABP4_PAI-RBP1",99.6771935345769,-10.176040071017,2.55757167244241,-3.97878979528231,6.92669468575813e-05,0.000836891952129521
"IBB",124.804115690766,-5.31499771655698,1.33641897328053,-3.97704449190075,6.97771133276185e-05,0.000839002694386413
"Nucleoporin_N",120.729602300461,-10.4523583864165,2.63006069345913,-3.9741890414967,7.06194581749641e-05,0.000845031237279997
"DUF1088",483.163822347479,-8.58821776913943,2.16161121751939,-3.97306310197403,7.09542422346259e-05,0.000845031237279997
"OSTMP1",101.719813657841,-10.2053845426559,2.56973651691574,-3.97137390369681,7.14593213440941e-05,0.000847013093277627
"p53-inducible11",953.343395333933,-6.98233152851051,1.75978461267907,-3.96771938918178,7.25637024645192e-05,0.000856046320112088
"DUF2052",903.398618936946,-13.3558453498301,3.37551545853446,-3.9566832129481,7.5997605655616e-05,0.000892347472979791
"Apc1",64.4699542082658,-9.54795539642833,2.4151771278557,-3.95331476366929,7.7075937041881e-05,0.000900779993185722
"Vezatin",96.06304747773,-10.1223454627791,2.56186637642305,-3.95116058976978,7.77731131287829e-05,0.000902389801370501
"V-SNARE_C",898.097541553474,-13.3473716667899,3.37851516172006,-3.95066205948133,7.79353047165247e-05,0.000902389801370501
"DUF3715",114.08776756425,-10.3708595168476,2.63001753775976,-3.94326629687857,8.03793174571314e-05,0.000926399414563529
"TAF",155.007749627799,-10.8130002133934,2.74843475388592,-3.93423936955581,8.34605765128554e-05,0.000955598712703215
"V-SNARE",193.882175683304,-6.81341821715519,1.73209992390495,-3.93361729489289,8.36769764422248e-05,0.000955598712703215
"DUF3643",155.009755139235,-10.8127577236647,2.74962576707655,-3.93244704538867,8.40855067003261e-05,0.000955899328443253
"PRO8NT",93.1632231450855,-6.44567619128646,1.63970234572466,-3.93100382401285,8.45919263611727e-05,0.000956494010491118
"Nucleoporin_FG",121.867328662908,-10.4660027168922,2.66302222466425,-3.93012218221791,8.49027070487918e-05,0.000956494010491118
"DUF4414",181.429446670891,-11.0400468547019,2.81285975297444,-3.92484795696894,8.67845337529995e-05,0.000973309950297093
